,ID,Name,Address,Rating,OpeningHour,PhoneNum,Parking,Amenities,Description,TotalCheckins,PowerLevel,NumofStation,ChargeType
584,243073,Pico Blvd Parking/Charging,"5712 W Pico Blvd, Los Angeles, California, US, 90019",,Open 24/7,Parking: Free,+1 855-900-7584,"Shopping, EV Parking",Station ID: 12521A,1,7 kW,1,J-1772
585,243335,Alliance Judy Ivie Burton Technology Academy High School,"1 W 101st St, Los Angeles, California, US, 90003",,,Parking: Free,,EV Parking,,0,7 kW,1,J-1772
586,243336,Lillyvale Avenue Parking/Charging,"2310 Lillyvale Ave, Los Angeles, CA 90032, USA",,Open 24/7,Parking: Free,+1 855-900-7584,EV Parking,Station ID: 12528A,0,7 kW,1,J-1772
587,243339,Colorado Blvd Parking/Charging,"2256 Colorado Blvd, Los Angeles, California, US, 90041",,Open 24/7,Parking: Free,+1 855-900-7584,"Restrooms, Shopping, EV Parking, Dining",Station ID: 12561A,0,7 kW,1,J-1772
588,243800,Plummer Village - A Senior Community,"15450 Plummer St, North Hills, CA 91343, États-Unis",,,Parking: Free,,EV Parking,FLO Charging Station AUI-10373,0,,1,J-1772
589,243803,A Wicker Workshop,"18744 Parthenia St, Northridge, CA 91324, États-Unis",,,Parking: Free,,EV Parking,FLO Charging Station AUI-10370,0,,1,J-1772
590,243815,Manchester Ave Parking/Charging,"254 E MANCHESTER, Los Angeles, California, US, 90003",,Open 24/7,Parking: Free,+1 855-900-7584,"Shopping, Restrooms, EV Parking, Dining",Station ID: 12276A,0,7 kW,1,J-1772
591,243816,Hollywood Star Auto Repair,"4977 Hollywood Blvd, Los Angeles, California, US, 90027",,Open 24/7,Parking: Free,+1 855-900-7584,EV Parking,Station ID: 12544A,0,7 kW,1,J-1772
592,243817,Salon Republic Beverly Hills Pico,"9911 Beverly Green Dr, Los Angeles, California, US, 90035",,Open 24/7,Parking: Pay,+1 855-900-7584,EV Parking,Station ID: 12558,0,7 kW,1,J-1772
593,243818,Riverside Drive Parking/Charging,"13831 Riverside Dr, Los Angeles, California, US, 91423",,Open 24/7,Parking: Free,+1 855-900-7584,"Shopping, Dining, Restrooms, EV Parking",Station ID: 12536A,0,7 kW,1,J-1772
594,243819,Vinedale Street Parking/Charging,"10654 Vinedale St, Los Angeles, California, US, 91352",,Open 24/7,Parking: Free,+1 855-900-7584,EV Parking,Station ID: 12546A,0,7 kW,1,J-1772
595,243941,ReJOYce in Jesus Christian School,"5263 Packard, Los Angeles, CA, 90019 CANADA",,,Parking: Free,+1 877-505-2674,EV Parking,,1,7.2 kW,1,J-1772
596,243942,Vietnamese Evangelical Church,"9889 Beachy Ave, Los Angeles, CA, 91331 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
597,243943,Tujunga Ave Parking/Charging,"7178 Tujunga Ave, North Hollywood, CA, 91605 USA",,Open 24/7 - Mind the street sweeping hours Wednesday 12-2pm,Parking: Free,+1 877-505-2674,"WiFi, EV Parking","Spectrum wifi NB side, south of Sherman way light, SE corner. Looks safe enough to actually use an entire 72 hour limit.rv campers taking advantage of that on this street",1,7.2 kW,1,J-1772
598,243944,The Clink,"8935 Mason Ave, Chatsworth, CA, 91311 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,1,7.2 kW,1,J-1772
599,243945,Tampa Ave Parking/Charging,"7123 Tampa Ave, Reseda, CA, 91335 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,1,7.2 kW,1,J-1772
600,243946,San Vicente Blvd Parking/Charging,"5350 San Vicente Blvd, Los Angeles, CA, 90019 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,1,7.2 kW,1,J-1772
601,243949,Valley Blvd Parking/Charging,"4349 E Valley Blvd, Los Angeles, CA, 90032 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
602,243950,Reseda Blvd,"9818 Reseda Blvd, Northridge, CA, 91324 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
603,244015,San Fernando Rd Parking/Charging,"10517 San Fernando Rd, Pacoima, CA, 91331 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
604,244016,Fulton Ave Parking/Charging,"4240 Fulton Ave, Los Angeles, CA, 91604 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
605,244017,Moorpark St Parking/Charging,"13214 Moorpark St, Van Nuys, CA, 91423 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
606,244018,Huston St Parking/Charging,"10949 Huston Street, Los Angeles, CA, 91601 CANADA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
607,244019,Longridge Ave Parking/Charging,"4236 Longridge Ave, Los Angeles, CA, 91604 CANADA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,6.24 kW,1,J-1772
608,244207,Magnolia Parking/Charging,"14227 W Magnolia Blvd, Van Nuys, California, US, 91423",,Open 24/7,Parking: Free,+1 855-900-7584,EV Parking,Station ID: 12529A,0,7 kW,1,J-1772
609,244317,Coda Apartments,"3833 Dunn Ave, Culver City, CA 90232",,Open 24/7,Parking: Free,,"Shopping, Restrooms, Dining, EV Parking",,0,,11,J-1772
610,244325,Valley Blvd Parking/Charging,"5441 E Valley Blvd, Los Angeles, CA, 90032 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
611,244444,Valparaiso St. Parking/Charging,"10634 Valparaiso St, Los Angeles, CA, 90034 USA",,,Parking: Free,+1 877-505-2674,EV Parking,,0,7.2 kW,1,J-1772
612,244447,Satsuma Ave Parking/Charging,"5217 Satsuma Ave, North Hollywood, California, US, 91601",,Open 24/7,Parking: Free,+1 855-900-7584,"Shopping, Dining, EV Parking",Station ID: 12532A,0,7 kW,1,J-1772
613,244583,Sunland Mall Shopping Mall,"8301 Foothill Blvd, Sunland, CA 91040, United States",,Open 24/7 - Mind the parking hour limits,Parking: Free,,"EV Parking, Restrooms, Shopping, Dining","Telus 30046
",1,,1,J-1772
614,244776,Hoover St. Parking/Charging,"8800 S Hoover St, Los Angeles, CA, 90044 USA",,,Parking: Free,+1 877-505-2674,"WiFi, Park, Restrooms",,1,7.2 kW,1,J-1772
615,244790,Parking Garage,"Playa Vista, CA 90094, United States",,Open 24/7,Parking: Pay,,"Restrooms, Shopping, EV Parking, Dining",Ground floor of parking garage,0,,3,J-1772
616,244984,Amazon,"6245 Topanga Canyon Blvd, Woodland Hills, CA 91367, United States",,,Parking: Free,,"Shopping, Restrooms, Dining, EV Parking",Volta charging stations In front of the future Amazon Fresh grocery store,3,,2,J-1772
617,245088,Hobart Blvd Parking/Charging,"998 S Hobart Blvd, Los Angeles, CA, 90006 USA",,,Parking: Free,+1 877-505-2674,"Restrooms, Shopping, EV Parking, Dining",,2,7.2 kW,1,J-1772
618,245498,Westwood Blvd Parking/Charging,"1248 Westwood Blvd, Los Angeles, CA, 90024 USA",,,Parking: Free,+1 877-505-2674,"Restrooms, Dining, EV Parking",,0,7.2 kW,1,J-1772
619,245580,Huston St Parking/Charging,"11048 Huston St, Los Angeles, CA, 91601 USA",,,Parking: Free,+1 877-505-2674,"Shopping, EV Parking",,0,7.2 kW,1,J-1772
620,246152,Vernon Ave Parking/Charging,"948 E Vernon Ave, Los Angeles, CA, 90011 USA",,,Parking: Free,+1 877-505-2674,"Shopping, EV Parking, Dining",,0,7.2 kW,1,J-1772
621,246160,AMC Parking Lot,"20039 Rinaldi St, Porter Ranch, CA 91326, USA",,,Parking: Free,,"Shopping, Dining, EV Parking",6 jplugs available active. 4 with no power. Free but need chargepoint app to start,0,,6,J-1772
622,246162,Lankershim Blvd Parking/Charging,"5032 Lankershim Blvd, North Hollywood, California, US, 91601",,,Parking: Free,,EV Parking,,0,7 kW,1,J-1772
623,246163,Ventura Blvd Parking/Charging,"19510 Ventura Blvd, Tarzana, California, US, 91356",,,Parking: Free,,EV Parking,,0,7 kW,1,J-1772
624,246164,Offside 2 Sports Apparel,"19545 Ventura Blvd, Tarzana, California, US, 91356",,,Parking: Free,,"Shopping, EV Parking",,0,7 kW,1,J-1772
625,246165,Hazeltine Ave Parking/Charging,"5616 Hazeltine Ave, Los Angeles, California, US, 91401",,,Parking: Free,,"Shopping, Grocery, Lodging, EV Parking",,0,7 kW,1,J-1772
626,246166,Super Rite Drugs,"14431 Burbank Blvd, Sherman Oaks, California, US, 91401",,,Parking: Free,,"Shopping, Dining, EV Parking",,0,7 kW,1,J-1772
627,246167,Carmen Ave Parking/Charging,"1922 Carmen Ave, Los Angeles, California, US, 90068",,,Parking: Free,,EV Parking,,0,7 kW,1,J-1772
628,246168,Dominos Pizza,"16602 Marquez Ave, Pacific Palisades, California, US, 90272",,,Parking: Free,,"Restrooms, Dining, EV Parking, Shopping",,0,7 kW,1,J-1772
629,246169,Florence Ave Parking/Charging,"933 W Florence Ave, Los Angeles, California, US, 90044",,,Parking: Free,,"Shopping, Dining, EV Parking",,0,7 kW,1,J-1772
630,246170,Tranquility South Bay,"18220 Western Ave, Los Angeles, California, US, 90248",,,Parking: Free,,"EV Parking, Dining, Shopping",,0,7 kW,1,J-1772
631,246469,United Valet Parking,"833 S Flower St, Los Angeles, CA 90017",,Open 24/7,Parking: Pay,,"EV Parking, Dining, Shopping, Restrooms, Lodging",,0,,2,J-1772
632,246475,Balboa Sports Center,"17044 Burbank Blvd, Encino, CA 91316, USA",,,Parking: Free,+1 213-847-1455,"Park, EV Parking",,0,7 kW,1,J-1772
633,246477,Pasadena Ave Parking/Charging,"2617 Pasadena Ave, Los Angeles, CA 90031, USA",,,Parking: Free,+1 213-847-1455,EV Parking,,0,7 kW,1,J-1772
634,246496,5600 Wilshire Apartments,"5600 Wilshire Blvd, Los Angeles, CA 90036, USA",,Open 24/7,Parking: Restricted,,EV Parking,,0,6.6 kW,3,J-1772
635,246747,Manchester Ave Parking/Charging,"614 E Manchester Ave, Los Angeles, California, US, 90001",,Open 24/7,Parking: Free,,"Shopping, Restrooms, Dining, EV Parking",,0,7 kW,1,J-1772
636,246748,Swarthmore Ave Parking/Charging,"837 Swarthmore Ave, Pacific Palisades, California, US, 90272",,,Parking: Free,,"Shopping, Restrooms, Dining, EV Parking",,0,7 kW,1,J-1772
637,246753,Erwin St Parking/Charging,"11573 Erwin St, North Hollywood, California, US, 91606",,,Parking: Free,,"Shopping, Dining, EV Parking",,0,7 kW,1,J-1772
638,246755,Arminta St Parking/Charging,"11121 Arminta St, Sun Valley, California, US, 91352",,,Parking: Free,,EV Parking,,0,7 kW,1,J-1772
639,246756,Variel Ave Parking/Charging,"21101 Variel Ave, Canoga Park, California, US, 91303",,,Parking: Free,,EV Parking,,0,7 kW,1,J-1772
640,246757,Morrison St Parking/Charging,"4936 Morrison St, North Hollywood, California, US, 91601",,,Parking: Free,,EV Parking,,0,7 kW,1,J-1772
641,246758,Ratner St Parking/Charging,"8124 Ratner St, Sun Valley, California, US, 91352",,,Parking: Free,,EV Parking,,0,7 kW,1,J-1772
642,2733,Bank of America Plaza,"333 S. Hope St., Los Angeles, CA, 90071",10,,,+1 888-758-4389,"Dining, Restrooms, EV Parking","Enter parking structure at 3rd and Hope St. Four charging stations are on Level A, between parking spaces 208 and 210 at the end of Isle 3. Four hour time limit. Two charging stations are located on Level F near the elevators.",12,,7,J-1772
643,2937,California Science Center,"700 Exposition Park Dr., Los Angeles, CA, 90037",3.9,,Parking: Pay,+1 888-758-4389,"Dining, Park, Restrooms",Three dual plug ChargePoint charging stations located in Exposition Park parking lot. One station (dual 6kW) is on top parking level (A2) near the elevator by the SR-71 Blackbird airplane. There is a second charger (shared 6kW) just to the west and another charger at level B2 (shared 6kW). Map marker location is accurate.,202,,3,J-1772
644,37313,Maple Plaza,"345 N Maple Dr, Beverly Hills, California, 90210",7,,Parking: Pay,+1 310-271-7362,,"Must pay to enter garage. Cost, hours etc. posted in photo.",4,,1,J-1772
645,37612,North Hollywood Toyota,"4606 Lankershim Boulevard North Hollywood, CA 91602",7.4,,Parking: Free,+1 818-508-2967,"Restrooms, Shopping, EV Parking, Dining","Toyota cars and customer only. Charging plug is in a locked box, please ask sales to unlock.",5,,1,J-1772
646,37622,Music Center Parking,"111 North Grand St., Los Angeles, CA, 90012",10,Open 24/7 - 24/7,Parking: Pay,,,6 EV plugs J1772; Follow instructions on the wall how to activate the charger. No need to get an access code in advance. level 2 (3) and 3 (3). parking fees apply.,39,,3,J-1772
647,37631,Cal State University Northridge - Lot B2,"Nordhoff and Etiwanda, Northridge, CA",7.9,Open 24/7 - 24/7,Parking: Pay,+1 818-677-2157,"Dining, Restrooms, EV Parking, Shopping, Park","CS-40 - ClipperCreek updated J1772 compliant equipment, located in Faculty Lot B2 against Etiwanda. 
",88,,4,J-1772
648,37679,The Peninsula Beverly Hills,"9882 S. Santa Monica Blvd., Beverly Hills, CA, 90049",,Open 24/7 - 24/7,,+1 310-551-2888,Lodging,Valet parking only,4,,3,"Wall, Tesla"
649,38046,Walt Disney Concert Hall Lot 16,"151 South Grand Avenue, Los Angeles, CA 90012",3.5,Mon. - Fri.: 6 a.m. - 12 a.m.; Sat. - Sun.: 7 a.m. - 12 a.m.,Parking: Pay,+1 213-972-3476,"Restrooms, Dining, Shopping, EV Parking","Six J1772 plugs are located on Row B, level 2. Upon entering, Turn right proceed past the elevators. Charging is free but limited to 4 hours. There are also various NEMA 5-15 plugs are at the east and west ends of the parking lots on each floor on pillars that are marked with signs prohibiting their use for electric vehicles.",92,,3,J-1772
650,38545,JAG,"3635 Hayden Ave Culver City, CA 90232",2.7,Office hours are Mon. - Fri. 8 a.m. – 4 p.m.,Parking: Free,+1 310-842-4533,"Restrooms, EV Parking",,29,,1,J-1772
651,39002,Universal Studios Hollywood - Jurassic Parking Garage,"100 Universal City Plaza, Los Angeles, CA 90068",8.2,Open 24/7,Parking: Pay,,"Dining, Restrooms, EV Parking, Park, Shopping","The station is located in the Jurassic Parking Garage, level 1L, B1M, and B2",129,,3,J-1772
652,39102,Westchester Loyola Village Library,"7114 West Manchester Avenue Los Angeles, CA 90045",8.4,5a-10:30pm,Parking: Free,+1 310-348-1096,"Dining, Restrooms, EV Parking, Park, Shopping, Grocery, Lodging","Greenlots IDs: 122589, 122590, 122591
",438,7 kW,4,J-1772
653,3937,Century Park Towers,"2049 Century Park E, Los Angeles, California 90067, United States",10,,,+1 888-758-4389,,"Enter garage and proceed to Level P1. There are three groups of charging stations located near column 132 (marked 2000 Avenue of the Stars); column 166 (marked 2049 Century Park East); and column 126 (marked 2029 Century Park East). All require a ChargePoint RFID card to operate, or through a digital wallet payment. Charging costs $0.95 per hour.",17,,16,"J-1772, Wall"
654,3961,The Annenberg Foundation,"10100 Constellation Blvd, Los Angeles, CA 90067, USA",10,,Parking: Pay,+1 310-209-4560,"Park, Restrooms, Dining, Shopping, EV Parking",Enter garage from Constellation Blvd. and proceed to Level P1. There are three groups of charging stations located near column 132 (marked 2000 Avenue of the Stars); column 166 (marked 2049 Century Park East); and column 126 (marked 2029 Century Park East). All require a ChargePoint RFID card to operate. Charging costs $0.95 per hour.,14,,10,"Wall, J-1772"
655,3969,Cal State Los Angeles,"5151 State University Drive, Los Angeles, California 90032, United States",6.9,Open 24/7 - 24/7,Parking: Pay,+1 888-758-4389,,"CSULA parking permit is now required while charging. Lot is behind Engineering Building. Entrance is accross from new Hydrogen Station. Two J1772 Level 2, ChargePoint RFID card required.",63,,3,J-1772
656,39929,Broxton Garage,"1036 Broxton Ave Los Angeles, CA 90024",7.2,Parking attendant said parking lot open from 7 am to midnight.,Parking: Pay,,"Shopping, Grocery, EV Parking, Restrooms, Dining, Lodging",Eight Level 2s and 110v wall outlet with eight designated EV parking spots on lower parking level. Parking and charging are free. Support www.adoptacharger.org,220,7 kW,4,J-1772
657,40197,Hilton Hotel Universal City,"555 Universal Hollywood Dr. Universal City, CA 91608",10,Open 24/7 - 27/7,Parking: Free,+1 818-506-2500,"Lodging, Dining","Located in Hotel Valet Parking. This is a 40 amp circuit, NEMA 1450 outlet. Puts out about 19 mph. Two J1772 ChargePoint stations as well.",21,,4,"Tesla, NEMA 14-50, J-1772"
658,40341,Wilshire Courtyard,"5750 Wilshire Blvd, Los Angeles, CA 90036",7.6,,Parking: Pay,,"Dining, Valet Parking, WiFi, Park, Shopping, EV Parking, Restrooms","Two Greenlots boxes with four cords in visitor parking on level P1. If during regular office hours, check in with valet to operate the chargers. Intended as a free service offered by the building management only to tenants and their employees.",6,7 kW,1,J-1772
659,4291,Milan Capital Management,"6415 Agnes Ave, North Hollywood, CA, 91606",9.6,Open 24/7,Parking: Free,,"Shopping, Dining, EV Parking","One EVSE Requires, Blink card to access. 
",13,,1,J-1772
660,4387,DoubleTree by Hilton Hotel Los Angeles Downtown,"120 South Los Angeles Street Los Angeles, CA 90012",10,,,+1 213-629-1200,,"There is a J1772 Clipper Creek charger with 6kw output. Charging is free. If you are there for an event and have your ticket validated, self parking will is $12 for the whole day. Valet would also charge your vehicle if needed.",11,8 kW,2,"Tesla, J-1772"
661,44352,Center BMW,"5201 Van Nuys Blvd, Sherman Oaks, CA 91401",9,,Parking: Free,+1 866-325-5459,"Dining, EV Parking, Restrooms, Shopping",http://www.centerbmw.com/,8,,1,J-1772
662,4493,Nissani Bros. Chevrolet,"6101 W Slauson Ave, Culver City, CA 90230",8.6,Dealership business hours,Parking: Free,+1 800-898-6297,"Restrooms, EV Parking, Shopping, Dining","Bunnin is now Hooman, and hooman has restricted access to charging for ""hooman customers only"" . Also, There are cool new signs saying you'll be towed away unless you notify the dealership that you're plugged in. Once you notify the service advisers, they give you a placard to put on your dash so you won't be towed. I live by googles ""don't be evil"" motto. I guess hooman doesn't.",58,,2,J-1772
663,45259,Galpin Honda,"11151 Laurel Canyon Blvd, San Fernando, CA, United States",10,,,+1 818-837-6100,,L2 EVSE near service center. I called and they said I could charge but I do have a Honda EV. I'm unsure if other brands are welcome. Call first.,16,,1,J-1772
664,45462,Tesla Motors Service Center Centinela,"5840 W. Centinela Ave., Los Angeles, CA 90045",,Work hours only (for now),Parking: Free,+1 310-649-5463,,"This service center is super busy, and it is not possible to charge there. There is a supercharger less than 1/4 mile away in Culver City, though.",1,,4,Tesla
665,45640,Warner Center,"5700 Canoga Ave, Woodland Hills, CA 91367",6.9,Mon - Fri: 6AM - 10PM. Open on weekends until at least 8PM.,Parking: Pay,+1 877-494-3833,"Dining, Restrooms, EV Parking, Shopping",EVgo Fast Chargers are located inside paid parking lot by Baja Fresh and Coffee Bean. Parking lot gate is open on weekends.,936,7.2 - 50 kW,4,"CHAdeMO, CCS/SAE, J-1772"
666,46135,Baldwin Hills Overlook State Park,"6300 Hetzler Rd, Culver City, CA 90232",6.6,Sunrise-sunset,Parking: Pay,+1 310-558-5547,,Three chargers - free power with paid parking. Support www.adoptacharger.org,20,,6,"J-1772, Wall"
667,46495,Westwood Marketplace,"1050 Gayley Ave, Los Angeles, CA 90024",5.8,6:00 AM to 12:00 AM,Parking: Pay,+1 888-264-2208,"Grocery, Park, Dining, Restrooms, EV Parking, Shopping","Right out front.
",145,7.68 kW,4,J-1772
668,46501,Symantec,900 corporate pointe,9,,,,,Insanely expensive for an already expensive paid lot. Use as last resort.,6,,6,J-1772
669,46542,Fallbrook Center,"6501 Fallbrook Avenue , West Hills, CA 91307",10,Open 24/7 - 24/7,Parking: Free,+1 800-663-5633,"Park, Grocery, Shopping, EV Parking, Restrooms, Dining",SemaCharge. At Olive Garden. Next to Take out parking. One spot with one charger.,148,7.2 kW,1,J-1772
670,46548,The Parking Spot,"5701 W Century Blvd, Los Angeles International Airport, Inglewood, CA 90304",4.9,,,,,When you vallet park show them your charger and they will charge it while you are traveling. Level two in valet.,5,,2,"J-1772, Wall"
671,46677,Hollywood & Highland Center,"6801 Hollywood Blvd., Los Angeles, CA 90028",9.6,Mon-Sun 9am-2am,Parking: Pay,,"Dining, Restrooms, Lodging, EV Parking, Shopping, Park, Grocery","Free charging on parking level 2. 
",416,7 kW,20,J-1772
672,46916,Keyes Toyota,"5855 Van Nuys Blvd, Van Nuys, CA 91401",7.2,"Ask and they should let you, but they may be rude about it.",Parking: Free,,"Dining, Restrooms, Shopping, EV Parking",Only one Leviton charger. Pin location is accurate.,8,,2,J-1772
673,46959,Beverly Hills Porsche Service Center,"10923 Santa Monica Boulevard Los Angeles, CA 90025",9,,Parking: Free,+1 888-711-2748,"Dining, Restrooms, Shopping, EV Parking",Porsche brand only. http://www.beverlyhillsporsche.com/,6,,1,J-1772
674,47273,Grand Park - Auto Park 10,"145 North Broadway, Los Angeles, CA 90012, USA",10,6am-11pm M-F; 9am-11pm Sat-Sun; No Overnight,Parking: Pay,+1 855-387-3783,"Dining, Restrooms, Park, EV Parking, Lodging, Shopping","Four Level 2s on the entry floor, near lot exit, northwestern wall (on left when entering, on right when exiting). Charging is currently free.
",34,,2,J-1772
675,47295,Roxbury Park Community Center,"471 South Roxbury Drive Beverly Hills, CA 90212",10,Open 24/7 - 24 hrs,Parking: Pay,+1 310-285-6840,,"25¢ per kilowatt. $6/hr parking 3rd and 4th hr; 4 stations Charge Point network; Pay for metered parking.
",115,,4,J-1772
